SEQ_NAME	START	END	STRAND	FEATURE_NAME	TXN_START	TXN_END	EXON_COUNT	EXON_STARTS	EXON_ENDS
chr0I	752506	752565	+	CAGL0I07821g	752506	752565	1	752506	752565
chr0M	733385	733444	+	CAGL0M07293g	733385	733444	1	733385	733444
chr0G	723086	723145	+	CAGL0G07623g	723086	723145	1	723086	723145
chr0G	900394	900453	+	CAGL0G09471r, CAGL0G09493g	900394	900453	1	900394	900453
chr0D	115636	115695	+	CAGL0D00946g	115636	115695	1	115636	115695
chr0G	436427	436486	+	CAGL0G04587g	436427	436486	1	436427	436486
chr0A	67587	67646	+	CAGL0A00605g	67587	67646	1	67587	67646
chr0C	140625	140684	+	CAGL0C01309g, CAGL0C01331g	140625	140684	1	140625	140684
chr0G	934697	934756	+	CAGL0G09757g, CAGL0G09779g	934697	934756	1	934697	934756
chr0G	376543	376602	+	CAGL0G03971g	376543	376602	1	376543	376602
chr0M	928774	928833	+	CAGL0M09361g	928774	928833	1	928774	928833
chr0G	134002	134061	+	CAGL0G01386g, CAGL0G01408g	134002	134061	1	134002	134061
chr0A	89634	89693	+	CAGL0A00869g	89634	89693	1	89634	89693
chr0K	753062	753121	+	CAGL0K07612g	753062	753121	1	753062	753121
chr0L	709149	709208	+	CAGL0L06270g, CAGL0L06292g	709149	709208	1	709149	709208
chr0E	133963	134022	+	CAGL0E01419g	133963	134022	1	133963	134022
chr0M	173835	173894	+	CAGL0M01496g	173835	173894	1	173835	173894
chr0K	446115	446174	+	CAGL0K04653g	446115	446174	1	446115	446174
chr0D	577523	577582	+	CAGL0D06094g	577523	577582	1	577523	577582
chr0L	828339	828398	+	CAGL0L07502g, CAGL0L07524g	828339	828398	1	828339	828398
chr0E	550696	550755	+	CAGL0E05566g, CAGL0E05588g	550696	550755	1	550696	550755
chr0L	965475	965534	+	CAGL0L08844g	965475	965534	1	965475	965534
chr0G	184022	184081	+	CAGL0G02079g	184022	184081	1	184022	184081
chr0M	783369	783428	+	CAGL0M07788r, CAGL0M07832g	783369	783428	1	783369	783428
chr0K	1169029	1169088	+	CAGL0K12078g	1169029	1169088	1	1169029	1169088
chr0J	82693	82752	+	CAGL0J00781g, CAGL0J00803g	82693	82752	1	82693	82752
chr0F	445889	445948	+	CAGL0F04455g	445889	445948	1	445889	445948
chr0K	938129	938188	+	CAGL0K09504g	938129	938188	1	938129	938188
chr0C	213392	213451	+	CAGL0C02057g	213392	213451	1	213392	213451
chr0M	1199017	1199076	+	CAGL0M12012g, CAGL0M12034g	1199017	1199076	1	1199017	1199076
chr0F	14563	14622	+	CAGL0F00165g, CAGL0F00187g	14563	14622	1	14563	14622
chr0F	220757	220816	+	CAGL0F02233g	220757	220816	1	220757	220816
chr0G	622232	622291	+	CAGL0G06446g	622232	622291	1	622232	622291
chr0L	882310	882369	+	CAGL0L08074g	882310	882369	1	882310	882369
chr0E	89481	89540	+	CAGL0E00957g, CAGL0E00979g	89481	89540	1	89481	89540
chr0K	632759	632818	+	CAGL0K06435g	632759	632818	1	632759	632818
chr0L	141666	141725	+	CAGL0L01243g	141666	141725	1	141666	141725
chr0J	754528	754587	+	CAGL0J07744g	754528	754587	1	754528	754587
chr0G	498537	498596	+	CAGL0G05313g	498537	498596	1	498537	498596
chr0L	483470	483529	+	CAGL0L04136g	483470	483529	1	483470	483529
chr0L	905768	905827	+	CAGL0L08206g	905768	905827	1	905768	905827
chr0C	322898	322957	+	CAGL0C03223g, CAGL0C03245g	322898	322957	1	322898	322957
chr0B	366001	366060	+	CAGL0B03641g	366001	366060	1	366001	366060
chr0G	540098	540157	+	CAGL0G05676g	540098	540157	1	540098	540157
chr0B	179088	179147	+	CAGL0B01925g	179088	179147	1	179088	179147
chr0B	444791	444850	+	CAGL0B04565g, CAGL0B04587g	444791	444850	1	444791	444850
chr0F	454830	454889	+	CAGL0F04521g, CAGL0F04543g	454830	454889	1	454830	454889
chr0L	1288479	1288538	+	CAGL0L11968g	1288479	1288538	1	1288479	1288538
chr0K	588938	588997	+	CAGL0K06039g	588938	588997	1	588938	588997
chr0K	436980	437039	+	CAGL0K04587g	436980	437039	1	436980	437039
chr0A	377326	377385	+	CAGL0A03718g	377326	377385	1	377326	377385
chr0J	1018264	1018323	+	CAGL0J10428g, CAGL0J10450g	1018264	1018323	1	1018264	1018323
chr0F	872064	872123	+	CAGL0F08811g, CAGL0F08833g	872064	872123	1	872064	872123
chr0H	11754	11813	+	CAGL0H00198g, CAGL0H00220g	11754	11813	1	11754	11813
chr0D	53360	53419	+	CAGL0D00440g, CAGL0D00462g	53360	53419	1	53360	53419
chr0L	1304197	1304256	+	CAGL0L12144g	1304197	1304256	1	1304197	1304256
chr0K	110979	111038	+	CAGL0K01155g, CAGL0K01177g	110979	111038	1	110979	111038
chr0L	258134	258193	+	CAGL0L02189g, CAGL0L02211g	258134	258193	1	258134	258193
chr0M	651114	651173	+	CAGL0M06259g	651114	651173	1	651114	651173
chr0E	598151	598210	+	CAGL0E06028g	598151	598210	1	598151	598210
chr0K	1235523	1235582	+	CAGL0K12562g	1235523	1235582	1	1235523	1235582
chr0A	243643	243702	+	CAGL0A02255g, CAGL0A02277g	243643	243702	1	243643	243702
chr0J	908416	908475	+	CAGL0J09218g	908416	908475	1	908416	908475
chr0K	1000535	1000594	+	CAGL0K10252g	1000535	1000594	1	1000535	1000594
chr0B	54660	54719	+	CAGL0B00638g	54660	54719	1	54660	54719
chr0C	431378	431437	+	CAGL0C04477g	431378	431437	1	431378	431437
chr0I	505771	505830	+	CAGL0I05302g, CAGL0I05324g	505771	505830	1	505771	505830
chr0F	787245	787304	+	CAGL0F07997g	787245	787304	1	787245	787304
chr0I	973717	973776	+	CAGL0I10175g	973717	973776	1	973717	973776
chr0L	1302696	1302755	+	CAGL0L12144g	1302696	1302755	1	1302696	1302755
chr0E	583945	584004	+	CAGL0E05874g	583945	584004	1	583945	584004
chr0M	1156612	1156671	+	CAGL0M11616g, CAGL0M11638g	1156612	1156671	1	1156612	1156671
chr0K	702414	702473	+	CAGL0K07139g	702414	702473	1	702414	702473
chr0I	289694	289753	+	CAGL0I03410g	289694	289753	1	289694	289753
chr0F	104813	104872	+	CAGL0F00957g, CAGL0F00979g	104813	104872	1	104813	104872
chr0I	964024	964083	+	CAGL0I10098g, CAGL0I10120g	964024	964083	1	964024	964083
chr0I	250672	250731	+	CAGL0I02838g, CAGL0I02860g	250672	250731	1	250672	250731
chr0J	1183132	1183191	+	CAGL0J11968g, CAGL0J11990g	1183132	1183191	1	1183132	1183191
chr0L	1359863	1359922	+	CAGL0L12672g	1359863	1359922	1	1359863	1359922
chr0G	97647	97706	+	CAGL0G01034g	97647	97706	1	97647	97706
chr0F	181547	181606	+	CAGL0F01837g	181547	181606	1	181547	181606
chr0J	218723	218782	+	CAGL0J02244g	218723	218782	1	218723	218782
chr0F	666609	666668	+	CAGL0F06809g	666609	666668	1	666609	666668
chr0G	274113	274172	+	CAGL0G02959g	274113	274172	1	274113	274172
chr0D	150716	150775	+	CAGL0D01342g	150716	150775	1	150716	150775
chr0L	1218042	1218101	+	CAGL0L11440g, CAGL0L11462g	1218042	1218101	1	1218042	1218101
chr0D	12571	12630	+	CAGL0D00132g, CAGL0D00154g	12571	12630	1	12571	12630
chr0F	363983	364042	+	CAGL0F03729g	363983	364042	1	363983	364042
chr0K	493412	493471	+	CAGL0K05071g	493412	493471	1	493412	493471
chr0H	979372	979431	+	CAGL0H10032g, CAGL0H10054g	979372	979431	1	979372	979431
chr0L	1422500	1422559	+	CAGL0L13288g, CAGL0L13310g	1422500	1422559	1	1422500	1422559
chr0E	559450	559509	+	CAGL0E05632g, CAGL0E05654g	559450	559509	1	559450	559509
chr0J	392496	392555	+	CAGL0J04202g, CAGL0J04224g	392496	392555	1	392496	392555
chr0K	1000256	1000315	+	CAGL0K10252g	1000256	1000315	1	1000256	1000315
chr0L	678254	678313	+	CAGL0L06050g	678254	678313	1	678254	678313
chr0K	862497	862556	+	CAGL0K08558g	862497	862556	1	862497	862556
chr0C	445453	445512	+	CAGL0C04763g	445453	445512	1	445453	445512
chr0K	1139600	1139659	+	CAGL0K11814g	1139600	1139659	1	1139600	1139659
chr0I	418746	418805	+	CAGL0I04686g, CAGL0I04700r	418746	418805	1	418746	418805
chr0H	516475	516534	+	CAGL0H05357g	516475	516534	1	516475	516534
chr0H	196991	197050	+	CAGL0H02167g	196991	197050	1	196991	197050
chr0J	652170	652229	+	CAGL0J06776g	652170	652229	1	652170	652229
chr0K	272763	272822	+	CAGL0K02981g, CAGL0K03003g	272763	272822	1	272763	272822
chr0J	256684	256743	+	CAGL0J02552g, CAGL0J02574g	256684	256743	1	256684	256743
chr0F	354672	354731	+	CAGL0F03619g, CAGL0F03641g	354672	354731	1	354672	354731
chr0M	526190	526249	+	CAGL0M04829g	526190	526249	1	526190	526249
chr0F	588018	588077	+	CAGL0F05863g, CAGL0F05885g	588018	588077	1	588018	588077
chr0I	62932	62991	+	CAGL0I00836g, CAGL0I00858g	62932	62991	1	62932	62991
chr0I	233777	233836	+	CAGL0I02574g, CAGL0I02596g	233777	233836	1	233777	233836
chr0F	169443	169502	+	CAGL0F01705g	169443	169502	1	169443	169502
chr0J	984450	984509	+	CAGL0J10054g	984450	984509	1	984450	984509
chr0M	1075579	1075638	+	CAGL0M10769g	1075579	1075638	1	1075579	1075638
chr0C	281213	281272	+	CAGL0C02805g, CAGL0C02827g	281213	281272	1	281213	281272
chr0L	129282	129341	+	CAGL0L01089g, CAGL0L01111g	129282	129341	1	129282	129341
chr0K	866493	866552	+	CAGL0K08602g	866493	866552	1	866493	866552
chr0F	833210	833269	+	CAGL0F08349r, CAGL0F08371g	833210	833269	1	833210	833269
chr0J	615245	615304	+	CAGL0J06446r, CAGL0J06468g	615245	615304	1	615245	615304
chr0K	1245832	1245891	+	CAGL0K12606g, CAGL0K12628g	1245832	1245891	1	1245832	1245891
chr0H	465976	466035	+	CAGL0H04873g	465976	466035	1	465976	466035
chr0A	335015	335074	+	CAGL0A03322g	335015	335074	1	335015	335074
chr0F	377007	377066	+	CAGL0F03883g	377007	377066	1	377007	377066
chr0A	351688	351747	+	CAGL0A03476g	351688	351747	1	351688	351747
chr0H	914643	914702	+	CAGL0H09350g	914643	914702	1	914643	914702
chr0G	138891	138950	+	CAGL0G01452g, CAGL0G01474g	138891	138950	1	138891	138950
chr0M	748198	748257	+	CAGL0M07403g	748198	748257	1	748198	748257
chr0F	483560	483619	+	CAGL0F04785g	483560	483619	1	483560	483619
chr0L	543871	543930	+	CAGL0L04752g, CAGL0L04774g	543871	543930	1	543871	543930
chr0F	300633	300692	+	CAGL0F03047g	300633	300692	1	300633	300692
chr0L	958652	958711	+	CAGL0L08800g	958652	958711	1	958652	958711
chr0K	602937	602996	+	CAGL0K06215g	602937	602996	1	602937	602996
chr0H	417902	417961	+	CAGL0H04411g	417902	417961	1	417902	417961
chr0K	1136304	1136363	+	CAGL0K11792g	1136304	1136363	1	1136304	1136363
chr0M	268785	268844	+	CAGL0M02233g	268785	268844	1	268785	268844
chr0M	736529	736588	+	CAGL0M07293g	736529	736588	1	736529	736588
chr0M	775909	775968	+	CAGL0M07722g	775909	775968	1	775909	775968
chr0B	361371	361430	+	CAGL0B03597g, CAGL0B03619g	361371	361430	1	361371	361430
chr0F	876992	877051	+	CAGL0F08855g	876992	877051	1	876992	877051
chr0C	112150	112209	+	CAGL0C01089g, CAGL0C01111g	112150	112209	1	112150	112209
chr0G	616937	616996	+	CAGL0G06380g	616937	616996	1	616937	616996
chr0D	316704	316763	+	CAGL0D03036g, CAGL0D03058g	316704	316763	1	316704	316763
chr0K	1246074	1246133	+	CAGL0K12628g	1246074	1246133	1	1246074	1246133
chr0H	1012846	1012905	+	CAGL0H10406g	1012846	1012905	1	1012846	1012905
chr0F	715511	715570	+	CAGL0F07337g	715511	715570	1	715511	715570
chr0K	629664	629723	+	CAGL0K06435g	629664	629723	1	629664	629723
chr0E	65196	65255	+	CAGL0E00693g, CAGL0E00715g	65196	65255	1	65196	65255
chr0K	365329	365388	+	CAGL0K03949g	365329	365388	1	365329	365388
chr0H	493388	493447	+	CAGL0H05093g	493388	493447	1	493388	493447
chr0G	460060	460119	+	CAGL0G04829g	460060	460119	1	460060	460119
chr0K	1223786	1223845	+	CAGL0K12540g	1223786	1223845	1	1223786	1223845
chr0A	388044	388103	+	CAGL0A03850r, CAGL0A03872g	388044	388103	1	388044	388103
chr0G	527322	527381	+	CAGL0G05544g, CAGL0G05566g	527322	527381	1	527322	527381
chr0L	318858	318917	+	CAGL0L02717g, CAGL0L02739g	318858	318917	1	318858	318917
chr0M	649301	649360	+	CAGL0M06259g	649301	649360	1	649301	649360
chr0D	89928	89987	+	CAGL0D00682g	89928	89987	1	89928	89987
chr0H	683935	683994	+	CAGL0H06875g	683935	683994	1	683935	683994
chr0H	594647	594706	+	CAGL0H06039g, CAGL0H06061r	594647	594706	1	594647	594706
chr0D	257603	257662	+	CAGL0D02508g	257603	257662	1	257603	257662
chr0M	289821	289880	+	CAGL0M02475g, CAGL0M02519g	289821	289880	1	289821	289880
chr0K	474489	474548	+	CAGL0K04873g, CAGL0K04895g	474489	474548	1	474489	474548
chr0F	93222	93281	+	CAGL0F00825g	93222	93281	1	93222	93281
chr0L	903491	903550	+	CAGL0L08162g, CAGL0L08184g	903491	903550	1	903491	903550
chr0H	1005046	1005105	+	CAGL0H10296g	1005046	1005105	1	1005046	1005105
chr0K	254915	254974	+	CAGL0K02827g, CAGL0K02849g	254915	254974	1	254915	254974
chr0A	439948	440007	+	CAGL0A04477g, CAGL0A04499g	439948	440007	1	439948	440007
chr0L	39491	39550	+	CAGL0L00385g	39491	39550	1	39491	39550
chr0M	415879	415938	+	CAGL0M03707g	415879	415938	1	415879	415938
chr0D	145903	145962	+	CAGL0D01298g	145903	145962	1	145903	145962
chr0M	1396507	1396566	+	CAGL0M14113g	1396507	1396566	1	1396507	1396566
chr0L	423893	423952	+	CAGL0L03674g, CAGL0L03696g	423893	423952	1	423893	423952
chr0A	101804	101863	+	CAGL0A01001g	101804	101863	1	101804	101863
chr0K	823739	823798	+	CAGL0K08272g, CAGL0K08294g	823739	823798	1	823739	823798
chr0I	315727	315786	+	CAGL0I03674g, CAGL0I03696g	315727	315786	1	315727	315786
chr0C	469246	469305	+	CAGL0C05005g	469246	469305	1	469246	469305
chr0G	466278	466337	+	CAGL0G04873g	466278	466337	1	466278	466337
chr0M	1141220	1141279	+	CAGL0M11594g, CAGL0M11616g	1141220	1141279	1	1141220	1141279
chr0H	311368	311427	+	CAGL0H03311g	311368	311427	1	311368	311427
chr0M	663478	663537	+	CAGL0M06369g, CAGL0M06391g	663478	663537	1	663478	663537
chr0H	194623	194682	+	CAGL0H02145g, CAGL0H02167g	194623	194682	1	194623	194682
chr0H	423292	423351	+	CAGL0H04477g	423292	423351	1	423292	423351
chr0I	678286	678345	+	CAGL0I07029g, CAGL0I07051g	678286	678345	1	678286	678345
chr0E	255269	255328	+	CAGL0E02695g	255269	255328	1	255269	255328
chr0C	42703	42762	+	CAGL0C00407g, CAGL0C00429g	42703	42762	1	42703	42762
chr0L	101126	101185	+	CAGL0L00803g, CAGL0L00825g	101126	101185	1	101126	101185
chr0M	1199300	1199359	+	CAGL0M12012g, CAGL0M12034g	1199300	1199359	1	1199300	1199359
chr0G	876875	876934	+	CAGL0G09174g	876875	876934	1	876875	876934
chr0L	1178558	1178617	+	CAGL0L11066g	1178558	1178617	1	1178558	1178617
chr0M	1346047	1346106	+	CAGL0M13717g, CAGL0M13739g	1346047	1346106	1	1346047	1346106
chr0A	476300	476359	+	CAGL0A04851g, CAGL0A04873g	476300	476359	1	476300	476359
chr0M	680509	680568	+	CAGL0M06567g, CAGL0M06589g	680509	680568	1	680509	680568
chr0E	641848	641907	+	CAGL0E06380g	641848	641907	1	641848	641907
chr0K	204562	204621	+	CAGL0K02277g	204562	204621	1	204562	204621
chr0B	9262	9321	+	CAGL0B00165r, CAGL0B00242g	9262	9321	1	9262	9321
chr0G	202232	202291	+	CAGL0G02277g, CAGL0G02299g	202232	202291	1	202232	202291
chr0M	7321	7380	+	CAGL0M00110g, CAGL0M00132g	7321	7380	1	7321	7380
chr0B	227730	227789	+	CAGL0B02365g	227730	227789	1	227730	227789
chr0D	190293	190352	+	CAGL0D01826g	190293	190352	1	190293	190352
chr0J	1099633	1099692	+	CAGL0J11308g	1099633	1099692	1	1099633	1099692
chr0B	373030	373089	+	CAGL0B03707g, CAGL0B03729r	373030	373089	1	373030	373089
chr0K	377142	377201	+	CAGL0K04037g	377142	377201	1	377142	377201
chr0K	1297984	1298043	+	CAGL0K13024g	1297984	1298043	1	1297984	1298043
chr0M	987884	987943	+	CAGL0M09999g	987884	987943	1	987884	987943
chr0K	1286108	1286167	+	CAGL0K12980g, CAGL0K13002g	1286108	1286167	1	1286108	1286167
chr0J	848820	848879	+	CAGL0J08591g	848820	848879	1	848820	848879
chr0E	680590	680649	+	CAGL0E06688g	680590	680649	1	680590	680649
chr0F	382650	382709	+	CAGL0F03949g	382650	382709	1	382650	382709
chr0L	1159739	1159798	+	CAGL0L10824g, CAGL0L10846g	1159739	1159798	1	1159739	1159798
chr0H	744922	744981	+	CAGL0H07601g	744922	744981	1	744922	744981
chr0L	178521	178580	+	CAGL0L01639g	178521	178580	1	178521	178580
chr0M	943552	943611	+	CAGL0M09493g	943552	943611	1	943552	943611
chr0J	53749	53808	+	CAGL0J00605g	53749	53808	1	53749	53808
chr0A	3655	3714	+	CAGL0A00121g	3655	3714	1	3655	3714
chr0K	352417	352476	+	CAGL0K03795g	352417	352476	1	352417	352476
chr0K	1222544	1222603	+	CAGL0K12518g, CAGL0K12540g	1222544	1222603	1	1222544	1222603
chr0H	1015359	1015418	+	CAGL0H10406g	1015359	1015418	1	1015359	1015418
chr0G	292199	292258	+	CAGL0G03157g	292199	292258	1	292199	292258
chr0L	385841	385900	+	CAGL0L03377g	385841	385900	1	385841	385900
chr0G	957199	957258	+	CAGL0G09999g	957199	957258	1	957199	957258
chr0H	48279	48338	+	CAGL0H00484g	48279	48338	1	48279	48338
chr0F	636558	636617	+	CAGL0F06413g, CAGL0F06435g	636558	636617	1	636558	636617
chr0G	385016	385075	+	CAGL0G04037g	385016	385075	1	385016	385075
chr0D	431362	431421	+	CAGL0D04378g, CAGL0D04400g	431362	431421	1	431362	431421
chr0F	557511	557570	+	CAGL0F05533g	557511	557570	1	557511	557570
chr0I	744804	744863	+	CAGL0I07733g	744804	744863	1	744804	744863
chr0F	192117	192176	+	CAGL0F01969g	192117	192176	1	192117	192176
chr0F	850408	850467	+	CAGL0F08503g, CAGL0F08525g	850408	850467	1	850408	850467
chr0E	609573	609632	+	CAGL0E06116g, CAGL0E06138g	609573	609632	1	609573	609632
chr0L	327488	327547	+	CAGL0L02805g	327488	327547	1	327488	327547
chr0E	385317	385376	+	CAGL0E04004g, CAGL0E04026g	385317	385376	1	385317	385376
chr0A	230340	230399	+	CAGL0A02211g, CAGL0A02233g	230340	230399	1	230340	230399
chr0K	123336	123395	+	CAGL0K01397g	123336	123395	1	123336	123395
chr0I	369038	369097	+	CAGL0I04202g	369038	369097	1	369038	369097
chr0J	161260	161319	+	CAGL0J01727g, CAGL0J01749r	161260	161319	1	161260	161319
chr0K	166574	166633	+	CAGL0K01859g, CAGL0K01881g	166574	166633	1	166574	166633
chr0M	413446	413505	+	CAGL0M03685g	413446	413505	1	413446	413505
chr0G	247437	247496	+	CAGL0G02673g	247437	247496	1	247437	247496
chr0L	536317	536376	+	CAGL0L04664g	536317	536376	1	536317	536376
chr0L	267018	267077	+	CAGL0L02321g	267018	267077	1	267018	267077
chr0C	48045	48104	+	CAGL0C00473g	48045	48104	1	48045	48104
chr0K	355611	355670	+	CAGL0K03817g	355611	355670	1	355611	355670
chr0G	544462	544521	+	CAGL0G05698g	544462	544521	1	544462	544521
chr0M	793596	793655	+	CAGL0M07942g	793596	793655	1	793596	793655
chr0C	229553	229612	+	CAGL0C02255g	229553	229612	1	229553	229612
chr0J	534689	534748	+	CAGL0J05610g	534689	534748	1	534689	534748
chr0G	20000	20059	+	CAGL0G00220g, CAGL0G00242g	20000	20059	1	20000	20059
chr0F	309137	309196	+	CAGL0F03157g	309137	309196	1	309137	309196
chr0M	325032	325091	+	CAGL0M02871g	325032	325091	1	325032	325091
chr0I	731624	731683	+	CAGL0I07579g	731624	731683	1	731624	731683
chr0D	459896	459955	+	CAGL0D04686g	459896	459955	1	459896	459955
chr0M	539262	539321	+	CAGL0M04917g	539262	539321	1	539262	539321
chr0L	902498	902557	+	CAGL0L08162g	902498	902557	1	902498	902557
chr0K	1232852	1232911	+	CAGL0K12540g, CAGL0K12562g	1232852	1232911	1	1232852	1232911
chr0A	108161	108220	+	CAGL0A01067g	108161	108220	1	108161	108220
chr0J	268432	268491	+	CAGL0J02728g	268432	268491	1	268432	268491
chr0J	653144	653203	+	CAGL0J06798g	653144	653203	1	653144	653203
chr0M	454289	454348	+	CAGL0M04103g, CAGL0M04125g	454289	454348	1	454289	454348
chr0G	717797	717856	+	CAGL0G07579g	717797	717856	1	717797	717856
chr0K	957649	957708	+	CAGL0K09790g	957649	957708	1	957649	957708
chr0F	81971	82030	+	CAGL0F00715g, CAGL0F00737g	81971	82030	1	81971	82030
chr0L	1315543	1315602	+	CAGL0L12210g	1315543	1315602	1	1315543	1315602
chr0L	1319030	1319089	+	CAGL0L12210g	1319030	1319089	1	1319030	1319089
chr0J	974188	974247	+	CAGL0J09944g	974188	974247	1	974188	974247
chr0H	584733	584792	+	CAGL0H05929g	584733	584792	1	584733	584792
chr0G	643855	643914	+	CAGL0G06732g	643855	643914	1	643855	643914
chr0B	12461	12520	+	CAGL0B00264g, CAGL0B00286g	12461	12520	1	12461	12520
chr0E	169628	169687	+	CAGL0E01705g, CAGL0E01727g	169628	169687	1	169628	169687
chr0D	280936	280995	+	CAGL0D02662g, CAGL0D02684g	280936	280995	1	280936	280995
chr0I	324760	324819	+	CAGL0I03762g	324760	324819	1	324760	324819
chr0H	587517	587576	+	CAGL0H05995g	587517	587576	1	587517	587576
chr0I	876404	876463	+	CAGL0I09042g, CAGL0I09064g	876404	876463	1	876404	876463
chr0M	154293	154352	+	CAGL0M01364g, CAGL0M01386g	154293	154352	1	154293	154352
chr0H	390033	390092	+	CAGL0H04103g	390033	390092	1	390033	390092
chr0G	550739	550798	+	CAGL0G05720g, CAGL0G05742g	550739	550798	1	550739	550798
chr0K	213031	213090	+	CAGL0K02365g	213031	213090	1	213031	213090
chr0L	558736	558795	+	CAGL0L04906r, CAGL0L04928g	558736	558795	1	558736	558795
chr0F	323539	323598	+	CAGL0F03267g	323539	323598	1	323539	323598
chr0L	1366813	1366872	+	CAGL0L12760g	1366813	1366872	1	1366813	1366872
chr0L	695017	695076	+	CAGL0L06116g, CAGL0L06138g	695017	695076	1	695017	695076
chr0G	508187	508246	+	CAGL0G05379g, CAGL0G05401g	508187	508246	1	508187	508246
chr0J	1136384	1136443	+	CAGL0J11660g, CAGL0J11682g	1136384	1136443	1	1136384	1136443
chr0K	1100702	1100761	+	CAGL0K11363g	1100702	1100761	1	1100702	1100761
chr0H	466444	466503	+	CAGL0H04873g, CAGL0H04895g	466444	466503	1	466444	466503
chr0I	26407	26466	+	CAGL0I00330g, CAGL0I00352g	26407	26466	1	26407	26466
chr0H	732041	732100	+	CAGL0H07469g, CAGL0H07491g	732041	732100	1	732041	732100
chr0C	375548	375607	+	CAGL0C03784g, CAGL0C03806r	375548	375607	1	375548	375607
chr0K	986414	986473	+	CAGL0K10076g	986414	986473	1	986414	986473
chr0K	462126	462185	+	CAGL0K04719g, CAGL0K04741g	462126	462185	1	462126	462185
chr0J	326992	327051	+	CAGL0J03410r, CAGL0J03432g	326992	327051	1	326992	327051
chr0G	104674	104733	+	CAGL0G01100g	104674	104733	1	104674	104733
chr0A	389392	389451	+	CAGL0A03872g	389392	389451	1	389392	389451
chr0I	380904	380963	+	CAGL0I04290g	380904	380963	1	380904	380963
chr0K	799010	799069	+	CAGL0K08030g, CAGL0K08052g	799010	799069	1	799010	799069
chr0I	510642	510701	+	CAGL0I05390g, CAGL0I05412g	510642	510701	1	510642	510701
chr0A	216641	216700	+	CAGL0A02112g	216641	216700	1	216641	216700
chr0H	472341	472400	+	CAGL0H04939g, CAGL0H04961g	472341	472400	1	472341	472400
chr0C	137722	137781	+	CAGL0C01309g	137722	137781	1	137722	137781
chr0E	557990	558049	+	CAGL0E05632g	557990	558049	1	557990	558049
chr0M	387189	387248	+	CAGL0M03377g	387189	387248	1	387189	387248
chr0J	421595	421654	+	CAGL0J04466g, CAGL0J04488g	421595	421654	1	421595	421654
chr0G	121263	121322	+	CAGL0G01276g	121263	121322	1	121263	121322
chr0L	899348	899407	+	CAGL0L08162g	899348	899407	1	899348	899407
chr0G	390749	390808	+	CAGL0G04103g	390749	390808	1	390749	390808
chr0B	267889	267948	+	CAGL0B02772g	267889	267948	1	267889	267948
chr0L	1042541	1042600	+	CAGL0L09691g, CAGL0L09713g	1042541	1042600	1	1042541	1042600
chr0M	1331911	1331970	+	CAGL0M13519g, CAGL0M13541g	1331911	1331970	1	1331911	1331970
chr0K	534993	535052	+	CAGL0K05445g	534993	535052	1	534993	535052
chr0A	173583	173642	+	CAGL0A01782g, CAGL0A01804g	173583	173642	1	173583	173642
chr0J	615003	615062	+	CAGL0J06424g, CAGL0J06446r	615003	615062	1	615003	615062
chr0G	817259	817318	+	CAGL0G08646g, CAGL0G08668g	817259	817318	1	817259	817318
chr0K	1157387	1157446	+	CAGL0K11990g	1157387	1157446	1	1157387	1157446
chr0J	815592	815651	+	CAGL0J08228g	815592	815651	1	815592	815651
chr0L	17327	17386	+	CAGL0L00198g	17327	17386	1	17327	17386
chr0H	13653	13712	+	CAGL0H00220g	13653	13712	1	13653	13712
chr0M	269378	269437	+	CAGL0M02233g	269378	269437	1	269378	269437
chr0C	312324	312383	+	CAGL0C03201g	312324	312383	1	312324	312383
chr0D	431514	431573	+	CAGL0D04378g, CAGL0D04400g	431514	431573	1	431514	431573
chr0G	303756	303815	+	CAGL0G03223g	303756	303815	1	303756	303815
chr0E	481449	481508	+	CAGL0E04972g	481449	481508	1	481449	481508
chr0C	456203	456262	+	CAGL0C04895g	456203	456262	1	456203	456262
chr0J	285853	285912	+	CAGL0J02970g, CAGL0J02992g	285853	285912	1	285853	285912
chr0E	180208	180267	+	CAGL0E01793g, CAGL0E01815g	180208	180267	1	180208	180267
chr0E	463629	463688	+	CAGL0E04818g, CAGL0E04840g	463629	463688	1	463629	463688
chr0I	463714	463773	+	CAGL0I05038g	463714	463773	1	463714	463773
chr0H	769670	769729	+	CAGL0H07865g, CAGL0H07887g	769670	769729	1	769670	769729
chr0I	1069539	1069598	+	CAGL0I10945g	1069539	1069598	1	1069539	1069598
chr0M	1363937	1363996	+	CAGL0M13827g	1363937	1363996	1	1363937	1363996
chr0L	520411	520470	+	CAGL0L04488g	520411	520470	1	520411	520470
chr0L	1391643	1391702	+	CAGL0L13024g	1391643	1391702	1	1391643	1391702
chr0F	679263	679322	+	CAGL0F06919g, CAGL0F06941g	679263	679322	1	679263	679322
chr0F	116367	116426	+	CAGL0F01133g	116367	116426	1	116367	116426
chr0D	305694	305753	+	CAGL0D02904g, CAGL0D02926g	305694	305753	1	305694	305753
chr0G	82395	82454	+	CAGL0G00924g	82395	82454	1	82395	82454
chr0A	102848	102907	+	CAGL0A01023g	102848	102907	1	102848	102907
chr0L	1324233	1324292	+	CAGL0L12232g, CAGL0L12254g	1324233	1324292	1	1324233	1324292
chr0I	867311	867370	+	CAGL0I08921r, CAGL0I08943g	867311	867370	1	867311	867370
