SEQ_NAME	START	END	REP1	REP2	REP3
chr0J	41114	41173	0.1138	0.0908	-0.0372	
chr0J	411162	411221	-0.0246	0.0777	0.0429	
chr0J	411547	411606	-0.0428	0.0323	0.0011	
chr0J	411662	411721	-0.0749	-0.1145	-0.0135	
chr0J	411997	412056	0	0.0021	-0.084	
chr0J	412283	412342	0.0593	0.066	-0.0546	
chr0J	412684	412743	0.1428	0.249	0.1163	
chr0J	412899	412958	0.0199	0.0103	0.082	
chr0J	413471	413530	-0.1351	-0.0841	-0.0049	
chr0J	413766	413825	-0.0074	-0.0101	0.0292	
chr0J	41400	41459	0.014	0.0355	0.0316	
chr0J	414107	414166	0.0256	-0.0117	-0.1046	
chr0J	414254	414313	0.4773	0.5711	0.1799	
chr0J	414501	414560	-0.0428	-0.0677	0.0967	
chr0J	414930	414989	-0.0145	0.046	0.0178	
chr0J	415160	415219	0.051	0.0819	-0.0122	
chr0J	415409	415468	0.1539	0.1807	0.1009	
chr0J	415773	415832	-0.0637	-0.034	-0.0661	
chr0J	416074	416133	-0.0788	-0.0177	-0.0635	
chr0J	416362	416421	0.1793	0.239	0.0094	
chr0J	416628	416687	0.0346	-0.0423	-0.0622	
chr0J	416758	416817	0.1873	0.0886	0.0928	
chr0J	417016	417075	0.0785	-0.0008	0.0067	
chr0J	417378	417437	-0.0081	-0.0123	-0.1483	
chr0J	417757	417816	0.0112	-0.0903	-0.1706	
chr0J	418155	418214	0.0239	-0.0197	0.0023	
chr0J	41816	41875	0.0066	0.0691	0.0234	
chr0J	418348	418407	-0.1645	-0.167	-0.0942	
chr0J	418621	418680	-0.1339	-0.1671	-0.0623	
chr0J	418918	418977	-0.106	-0.0581	-0.0225	
chr0J	419279	419338	-0.0387	-0.0719	-0.1541	
chr0J	419425	419484	0.0029	0.0069	0.0391	
chr0J	419780	419839	-0.2002	-0.1842	-0.217	
chr0J	420002	420061	0.0094	-0.0661	0.0474	
chr0J	420602	420661	-0.0382	-0.0785	-0.0279	
chr0J	420833	420892	-0.09	-0.084	-0.0994	
chr0J	421160	421219	-0.0366	-0.081	-0.0415	
chr0J	421223	421282	-0.0784	-0.1291	-0.1535	
chr0J	42124	42183	-0.0038	0.0878	-0.0334	
chr0J	421595	421654	0.0062	-0.1204	0.0478	
chr0J	421857	421916	-0.0723	-0.2561	-0.143	
chr0J	422138	422197	0.0862	-0.0162	-0.0435	
chr0J	422597	422656	0.1104	-0.0279	-0.0814	
chr0J	422786	422845	0.0732	-0.0453	-0.0476	
chr0J	42284	42343	0.0258	0.1228	-0.0128	
chr0J	423068	423127	-0.0882	-0.1266	-0.0774	
chr0J	423389	423448	-0.1808	-0.2868	-0.2638	
chr0J	423698	423757	-0.1215	-0.1351	-0.1195	
chr0J	424049	424108	-0.1408	0.0075	0.0331	
chr0J	424203	424262	-0.0268	0.0326	0.0217	
chr0J	424641	424700	-0.0665	-0.0571	0.0158	
chr0J	424941	425000	-0.2135	-0.1166	0.0077	
chr0J	425322	425381	0.083	0.0193	0.1028	
chr0J	425585	425644	0	-0.0984	-0.0303	
chr0J	425881	425940	-0.178	-0.1672	-0.1551	
chr0J	426302	426361	-0.195	-0.2389	-0.0573	
chr0J	426431	426490	-0.0613	-0.1747	-0.0663	
chr0J	426691	426750	0.0014	-0.0014	0.019	
chr0J	42672	42731	-0.0991	-0.0449	-0.031	
chr0J	427081	427140	-0.1594	-0.126	-0.0285	
chr0J	427432	427491	-0.039	-0.0831	-0.0315	
chr0J	427651	427710	-0.1311	-0.1273	-0.1232	
chr0J	428009	428068	0.0505	0	-0.0134	
chr0J	4281	4340	0.0423	0.0775	-0.0294	
chr0J	428111	428170	-0.0153	-0.1445	-0.032	
chr0J	428388	428447	-0.0692	-0.1596	0.0428	
chr0J	42849	42908	-0.1324	-0.0969	-0.1173	
chr0J	428661	428720	0.422	0.4943	0.0251	
chr0J	429095	429154	-0.1976	-0.1511	-0.1409	
chr0J	429230	429289	0.0604	0.205	-0.111	
chr0J	429598	429657	-0.0411	0.0243	-0.0063	
chr0J	429951	430010	-0.0437	0.0157	0.0019	
chr0J	430234	430293	-0.0964	-0.1478	-0.0661	
chr0J	430570	430629	-0.0758	-0.0418	0.0847	
chr0J	430809	430868	-0.0963	-0.1232	-0.0217	
chr0J	430940	430999	-0.1288	-0.1973	-0.1624	
chr0J	431327	431386	-0.0437	-0.1095	-0.002	
chr0J	431629	431688	-0.0509	-0.0655	0.0317	
chr0J	431882	431941	-0.1647	-0.1706	-0.0245	
chr0J	432202	432261	0.0675	-0.009	0.0074	
chr0J	432550	432609	0.166	0.0387	0.1333	
chr0J	43290	43349	-0.0082	-0.0575	-0.1419	
chr0J	432939	432998	0.4388	0.2686	0.0412	
chr0J	433216	433275	0.3661	0.1136	0.0908	
chr0J	433423	433482	0.3468	0.1828	0.1832	
chr0J	433766	433825	0.2117	0.1611	0.028	
chr0J	434106	434165	0.0463	-0.0926	-0.1167	
chr0J	434290	434349	-0.1347	-0.1332	-0.0585	
chr0J	434661	434720	0.0458	-0.039	0.0151	
chr0J	434880	434939	0.0049	-0.056	-0.0033	
chr0J	435236	435295	-0.1429	-0.102	-0.0009	
chr0J	43555	43614	0.1346	0.0875	0.115	
chr0J	435589	435648	-0.0882	-0.1281	-0.1065	
chr0J	435664	435723	-0.044	-0.0081	0.044	
chr0J	435947	436006	-0.0491	-0.0927	-0.0813	
chr0J	436277	436336	-0.0555	-0.0841	-0.0682	
chr0J	436388	436447	0.0779	0.0101	0.1075	
chr0J	436686	436745	0.0984	0.111	0.0135	
chr0J	436974	437033	-0.014	-0.0478	0.0351	
chr0J	437099	437158	-0.0522	-0.0064	-0.0848	
chr0J	437470	437529	-0.1196	-0.0681	0.0463	
chr0J	43748	43807	0.0629	-0.0249	-0.1023	
chr0J	437840	437899	-0.192	-0.1718	-0.0096	
chr0J	438062	438121	-0.2252	-0.1856	-0.1429	
chr0J	438254	438313	0	-0.0863	-0.0195	
chr0J	438561	438620	-0.1098	-0.0698	-0.0098	
chr0J	438942	439001	-0.1169	-0.1783	-0.145	
chr0J	439252	439311	-0.2062	-0.2286	-0.04	
chr0J	439402	439461	-0.1379	-0.0984	-0.124	
chr0J	439791	439850	-0.2434	-0.2357	-0.2859	
chr0J	440165	440224	-0.1286	-0.1237	0.0068	
chr0J	440410	440469	-0.0819	-0.0736	-0.1267	
chr0J	44053	44112	-0.0505	-0.0714	-0.1585	
chr0J	440584	440643	-0.0499	-0.0642	0.088	
chr0J	440844	440903	-0.1648	-0.1081	-0.023	
chr0J	441140	441199	-0.0296	-0.0422	-0.0408	
chr0J	441407	441466	0.0136	-0.0406	-0.0225	
chr0J	441792	441851	-0.1114	-0.1009	-0.0401	
chr0J	442004	442063	-0.1373	-0.115	-0.1517	
chr0J	442394	442453	-0.0772	-0.0327	-0.0171	
chr0J	442680	442739	-0.1311	-0.0097	0.0019	
chr0J	442905	442964	0.0361	0.0667	-0.0111	
chr0J	443477	443536	0.0596	0.1184	0.0254	
chr0J	443591	443650	-0.0329	0.0456	-0.0309	
chr0J	443867	443926	-0.0092	-0.0387	0.106	
chr0J	444	503	0.1082	-0.011	-0.0386	
chr0J	44415	44474	-0.03	0.0616	0.0256	
chr0J	444298	444357	-0.1205	-0.224	-0.0459	
chr0J	444372	444431	-0.0242	-0.1101	-0.0092	
chr0J	444866	444925	-0.0278	0.0583	0.0016	
chr0J	445105	445164	0.73	0.8431	0.2835	
chr0J	445245	445304	0.0406	0.0533	0.0758	
chr0J	445552	445611	-0.0566	-0.0704	0.0292	
chr0J	445945	446004	-0.0813	-0.08	-0.0727	
chr0J	446412	446471	0.0029	0.0171	0.0251	
chr0J	446669	446728	0.01	0.0378	0.0496	
chr0J	446847	446906	-0.1373	-0.0984	-0.0193	
chr0J	447221	447280	0.1351	-0.0511	0.0028	
chr0J	44735	44794	-0.0748	-0.014	0.0281	
chr0J	447509	447568	-0.0024	-0.0266	-0.0166	
chr0J	447797	447856	0.1033	0.0351	0.0396	
chr0J	448136	448195	0.0325	-0.0157	-0.0308	
chr0J	448382	448441	-0.0617	0.0167	-0.031	
chr0J	4485	4544	0.1822	0.2197	-0.0074	
chr0J	448641	448700	-0.1894	-0.0956	-0.02	
chr0J	44880	44939	-0.0167	0.0452	0.0449	
chr0J	449090	449149	-0.0733	-0.0032	0.0802	
chr0J	449241	449300	-0.2123	-0.1367	-0.0622	
chr0J	449692	449751	-0.1115	0	0.0212	
chr0J	449801	449860	-0.1651	-0.0916	-0.0995	
chr0J	450069	450128	0.0151	-0.0076	0.038	
chr0J	450470	450529	-0.0917	-0.1075	-0.0599	
chr0J	450681	450740	-0.129	-0.0825	-0.1126	
chr0J	451073	451132	-0.0726	-0.1132	-0.1123	
chr0J	451436	451495	-0.0476	-0.1556	-0.0079	
chr0J	451719	451778	0.0057	-0.018	-0.0248	
chr0J	451982	452041	0.0724	-0.0474	-0.0235	
chr0J	452305	452364	0.0244	-0.036	0.0019	
chr0J	452567	452626	0.0303	-0.0713	0.0556	
chr0J	452661	452720	-0.1221	-0.1202	-0.1032	
chr0J	453031	453090	-0.1584	-0.0698	-0.0561	
chr0J	453245	453304	-0.088	-0.0504	0.0228	
chr0J	453600	453659	-0.1178	-0.0593	-0.0214	
chr0J	45373	45432	-0.0522	0.0457	0.005	
chr0J	453807	453866	-0.0418	0.0469	0.0127	
chr0J	454116	454175	-0.0968	-0.0265	-0.0922	
chr0J	454352	454411	-0.0436	0.0105	0.0671	
chr0J	454824	454883	-0.0576	-0.0399	0.0227	
chr0J	454988	455047	-0.1392	-0.166	-0.1302	
chr0J	45528	45587	-0.2335	-0.1114	-0.0839	
chr0J	455425	455484	-0.0004	0.0546	0.0363	
chr0J	455785	455844	0.0717	0.1046	0.0199	
chr0J	455869	455928	-0.0291	0.0277	0.0267	
chr0J	456206	456265	-0.0332	-0.0478	0.0697	
chr0J	456558	456617	0.0969	0.0773	0.019	
chr0J	456797	456856	-0.0794	-0.0746	-0.0434	
chr0J	457018	457077	-0.1575	-0.1484	-0.093	
chr0J	457266	457325	-0.0405	-0.1274	0.008	
chr0J	457636	457695	-0.0241	-0.0483	0.0194	
chr0J	457879	457938	0.0244	0.109	-0.0473	
chr0J	458109	458168	-0.0157	-0.0094	0	
chr0J	458581	458640	-0.1114	-0.0194	0.0221	
chr0J	45864	45923	-0.0805	0.0078	-0.0875	
chr0J	458785	458844	-0.0498	0.0121	0.0288	
chr0J	458985	459044	-0.1079	0.0969	-0.0022	
chr0J	459426	459485	-0.0411	-0.0446	-0.0081	
chr0J	459720	459779	-0.0713	0.007	0.0268	
chr0J	459873	459932	-0.1372	-0.0609	0.0028	
chr0J	460282	460341	-0.1194	-0.0654	-0.0231	
chr0J	460641	460700	-0.2558	-0.1389	-0.0175	
chr0J	460865	460924	-0.212	-0.0972	-0.0578	
chr0J	461093	461152	-0.2824	-0.1611	-0.0698	
chr0J	461420	461479	-0.1598	0.0281	-0.0835	
chr0J	46165	46224	0.1626	0.2012	0.0514	
chr0J	461797	461856	-0.0256	0.0488	0.0133	
chr0J	462187	462246	0.1433	0.0158	0.0894	
chr0J	462322	462381	0.1032	0.0022	0.0302	
chr0J	462820	462879	0.0459	-0.0706	0.2096	
chr0J	463001	463060	0.3138	0.2684	0.064	
chr0J	463407	463466	-0.1345	-0.2385	-0.1029	
chr0J	463678	463737	-0.0365	-0.0773	-0.0218	
chr0J	463939	463998	0.1244	0.0389	-0.013	
chr0J	464321	464380	-0.1075	-0.12	-0.0332	
chr0J	464472	464531	-0.1109	-0.0591	-0.0095	
chr0J	464890	464949	-0.0351	0.0637	-0.0007	
chr0J	46500	46559	0.1307	0.1348	0.0436	
chr0J	465043	465102	-0.1219	-0.0774	0.016	
chr0J	465299	465358	-0.1569	-0.1618	0.0747	
chr0J	465623	465682	-0.1739	-0.1065	-0.0654	
chr0J	465851	465910	-0.0372	-0.0569	-0.0445	
chr0J	466195	466254	0.0227	0.0011	0.0452	
chr0J	466590	466649	0.1307	0.1294	0.0349	
chr0J	466935	466994	-0.072	-0.0373	-0.0403	
chr0J	467183	467242	0.0021	-0.0397	-0.0603	
chr0J	467385	467444	0.1243	0.0413	0.0517	
chr0J	467644	467703	0.1562	0.0831	0.0495	
chr0J	46772	46831	0.1055	0.114	0.0365	
chr0J	468045	468104	0.0844	-0.0188	0.0024	
chr0J	468197	468256	0.0824	0.0286	0.0278	
chr0J	468655	468714	0.1084	0.0408	0.0573	
chr0J	468963	469022	-0.027	-0.0037	-0.007	
chr0J	469166	469225	0.0027	-0.0526	0.0341	
chr0J	469390	469449	-0.0742	-0.1489	0.0523	
chr0J	469591	469650	-0.0028	-0.0906	0.024	
chr0J	469894	469953	-0.0719	-0.1059	-0.097	
chr0J	470338	470397	-0.0587	-0.1311	-0.0644	
chr0J	470607	470666	0.0166	-0.0624	-0.0116	
chr0J	470889	470948	-0.0288	0.0026	0.0197	
chr0J	47104	47163	0.1703	0.1444	0.0209	
chr0J	471074	471133	0.1231	0.0469	-0.009	
chr0J	471335	471394	0.1061	0.0518	-0.0068	
chr0J	471641	471700	0.084	0.0077	0.0078	
chr0J	472126	472185	0.0851	0.0425	0.0277	
chr0J	472410	472469	0.0946	0.0243	0.0007	
chr0J	472672	472731	0.0917	0.0719	0.0009	
chr0J	472854	472913	0.1145	0.127	0.0751	
chr0J	473040	473099	0.0574	0.154	0.0905	
chr0J	473449	473508	0.0626	0.1641	0.0247	
chr0J	473701	473760	-0.042	0.025	-0.0586	
chr0J	474026	474085	0.0424	0.1249	0.0005	
chr0J	474331	474390	-0.0865	-0.0035	0.0015	
chr0J	47467	47526	0.2763	0.2992	0.0056	
chr0J	474676	474735	-0.0519	-0.1168	-0.0108	
chr0J	474985	475044	-0.0426	-0.0332	0.0362	
chr0J	475228	475287	0.0812	0.1118	-0.0228	
chr0J	475513	475572	0.0162	0	-0.0421	
chr0J	475852	475911	0.0155	0.0677	0.0199	
chr0J	476088	476147	-0.0811	-0.0234	-0.0171	
chr0J	476372	476431	-0.0386	-0.0706	0.0049	
chr0J	476695	476754	0.0492	0.01	0.0574	
chr0J	4770	4829	0.171	0.0893	0.0178	
chr0J	477009	477068	0.041	0.0961	-0.0031	
chr0J	47701	47760	0.4451	0.4105	0.2929	
chr0J	477211	477270	-0.0412	-0.018	-0.019	
chr0J	477363	477422	-0.0976	-0.2089	0.0688	
chr0J	477847	477906	0.0357	0.0492	0.2663	
chr0J	478209	478268	0.0861	0.097	0.264	
chr0J	478432	478491	0.192	0.2612	0.0482	
chr0J	478696	478755	0.0428	0.2078	0.1231	
chr0J	479088	479147	-0.0865	-0.0625	0.0219	
chr0J	479409	479468	0.1274	0.0589	0.1245	
chr0J	479662	479721	0.18	0.0773	0.1327	
chr0J	480100	480159	0.158	0.1566	0.0496	
chr0J	480190	480249	0.2116	0.1388	0.0878	
chr0J	48063	48122	0.6592	0.5216	0.1081	
chr0J	480727	480786	0.0956	0.1193	0.0064	
chr0J	480996	481055	0.0337	0.1354	-0.0658	
chr0J	481288	481347	0.0709	0.1527	0.0912	
chr0J	481675	481734	-0.0126	0.0534	0.0408	
chr0J	481935	481994	-0.0531	0.034	0.0183	
chr0J	482222	482281	-0.0315	-0.0551	-0.0177	
chr0J	482474	482533	0.1251	0.046	-0.0587	
chr0J	482785	482844	0.0214	-0.1302	-0.104	
chr0J	482887	482946	0.1369	-0.0161	-0.0026	
chr0J	483323	483382	-0.2103	-0.1617	-0.0944	
chr0J	483814	483873	-0.0589	-0.1624	0.0309	
chr0J	484095	484154	-0.1274	-0.1772	-0.0456	
chr0J	484189	484248	-0.0825	-0.1498	-0.1458	
chr0J	484771	484830	-0.0465	-0.0047	-0.0302	
chr0J	48495	48554	0.8392	0.8021	0.4929	
chr0J	485041	485100	-0.1735	-0.1935	-0.0115	
chr0J	485235	485294	-0.1876	-0.1996	-0.2292	
chr0J	485543	485602	-0.1921	-0.1467	-0.0908	
chr0J	486030	486089	-0.0794	-0.1341	-0.0422	
chr0J	48637	48696	0.9088	0.9054	0.6431	
chr0J	486421	486480	0.0883	-0.055	0.0437	
chr0J	486561	486620	0.0489	0.0591	0	
chr0J	487037	487096	-0.0767	-0.1014	0.0005	
chr0J	487371	487430	0.0958	0.1353	0.1688	
chr0J	487641	487700	0.0727	0.0095	0.1438	
chr0J	487857	487916	0.0738	0.0108	0.1299	
chr0J	488299	488358	0.1649	0.0646	0.2654	
chr0J	488519	488578	0.0734	0.1742	0.0346	
chr0J	488893	488952	0.0865	0.1297	0.1627	
chr0J	489225	489284	0.0341	0.0381	0.0059	
chr0J	489540	489599	-0.0382	-0.0142	-0.0205	
chr0J	489810	489869	-0.0026	0.0064	-0.0299	
chr0J	490333	490392	-0.0073	-0.0004	-0.0013	
chr0J	490638	490697	-0.039	-0.0155	-0.0543	
chr0J	490930	490989	0.0211	-0.0179	0.0307	
chr0J	49107	49166	0.5923	0.5668	0.1946	
chr0J	491146	491205	-0.1453	-0.1731	-0.1292	
chr0J	491412	491471	-0.1537	-0.1701	-0.1327	
chr0J	491851	491910	-0.2221	-0.1701	0.0065	
chr0J	492035	492094	-0.004	0.1416	-0.0294	
chr0J	492437	492496	-0.3118	-0.2646	-0.24	
chr0J	492612	492671	0.1111	0.1973	0.2069	
chr0J	49264	49323	0.5638	0.5066	0.4301	
chr0J	492832	492891	-0.3705	-0.2716	-0.0595	
chr0J	493163	493222	-0.1306	-0.1516	-0.002	
chr0J	493592	493651	-0.1056	-0.1333	-0.0237	
chr0J	493863	493922	0.1197	0.2441	-0.0239	
chr0J	493959	494018	-0.2078	-0.2395	-0.2654	
chr0J	494346	494405	0.0158	-0.0326	0.044	
chr0J	494679	494738	-0.1681	-0.1227	-0.0531	
chr0J	494818	494877	-0.173	-0.1769	0.0071	
chr0J	49505	49564	0.6645	0.573	0.1843	
chr0J	495212	495271	-0.1249	-0.1894	-0.1223	
chr0J	495455	495514	-0.3075	-0.2578	-0.2969	
chr0J	495784	495843	-0.2284	-0.2691	-0.0872	
chr0J	496076	496135	-0.194	-0.2354	-0.1219	
chr0J	496398	496457	-0.1497	-0.164	-0.1311	
chr0J	496710	496769	-0.1928	-0.2127	-0.0522	
chr0J	496987	497046	-0.1458	-0.0483	-0.1944	
chr0J	497201	497260	-0.0593	-0.0318	-0.0581	
chr0J	497487	497546	-0.0418	0.0158	-0.0096	
chr0J	497791	497850	0.0434	-0.0045	-0.021	
chr0J	498078	498137	-0.0398	0.061	0.0082	
chr0J	498249	498308	-0.109	-0.0473	-0.0532	
chr0J	498471	498530	-0.1514	-0.1317	-0.1517	
chr0J	498785	498844	-0.1738	-0.1833	0.0398	
chr0J	499076	499135	-0.0027	-0.1618	0.0148	
chr0J	499418	499477	-0.1869	-0.1293	-0.1271	
chr0J	499688	499747	-0.1002	-0.1877	0.0214	
chr0J	49989	50048	0.3075	0.2914	0.2779	
chr0J	500004	500063	-0.021	0.0083	0.0328	
chr0J	500301	500360	-0.0859	-0.1162	-0.025	
chr0J	500500	500559	-0.0936	-0.0425	-0.0799	
chr0J	500775	500834	-0.206	-0.1367	-0.1451	
chr0J	501080	501139	-0.1042	-0.0701	-0.0075	
chr0J	501341	501400	-0.144	-0.0858	-0.1154	
chr0J	50137	50196	0.4501	0.3649	0.2867	
chr0J	501793	501852	-0.1492	-0.1036	-0.1389	
chr0J	502114	502173	-0.2081	-0.0257	-0.0781	
chr0J	502294	502353	-0.1041	-0.0177	0.0163	
chr0J	502568	502627	-0.2009	-0.1655	-0.0949	
chr0J	502724	502783	-0.1436	-0.1033	-0.105	
chr0J	503001	503060	-0.2036	-0.1419	-0.1217	
chr0J	503408	503467	-0.0274	0	-0.0143	
chr0J	503702	503761	-0.1511	-0.019	0.0094	
chr0J	504016	504075	-0.0406	0.0342	-0.0029	
chr0J	504275	504334	0.0596	0.0909	0.0447	
chr0J	504427	504486	0.1029	0.0831	0.1102	
chr0J	504867	504926	-0.0396	0.049	-0.0047	
chr0J	505112	505171	0.1407	0.1783	0.3334	
chr0J	50519	50578	0.269	0.3087	0.2635	
chr0J	505292	505351	-0.1467	-0.2267	0.0021	
chr0J	505505	505564	-0.0954	-0.09	-0.0467	
chr0J	505894	505953	0.0882	0.0745	-0.0719	
chr0J	506131	506190	-0.0213	0.0628	0.0557	
chr0J	506267	506326	-0.0809	0	-0.0142	
chr0J	506555	506614	0.0449	0.0539	-0.0271	
chr0J	506753	506812	0.077	0.0963	0.1404	
chr0J	507218	507277	-0.019	0.0148	-0.0789	
chr0J	507357	507416	-0.0581	-0.0024	-0.0317	
chr0J	507692	507751	0.063	0.0132	-0.0004	
chr0J	508043	508102	-0.2909	-0.2612	-0.2532	
chr0J	508391	508450	-0.1962	-0.2457	-0.2366	
chr0J	508680	508739	-0.1289	-0.2201	-0.0967	
chr0J	508908	508967	-0.2686	-0.283	-0.2038	
chr0J	509134	509193	-0.1284	-0.1682	-0.0797	
chr0J	509571	509630	-0.0535	-0.0673	-0.1078	
chr0J	50969	51028	0.1936	0.2156	0.0701	
chr0J	509725	509784	-0.0573	-0.1073	-0.0179	
chr0J	509976	510035	0.0589	0.0349	0.1023	
chr0J	5104	5163	0.326	0.2202	0.057	
chr0J	510511	510570	0.1239	0.1551	-0.1119	
chr0J	510749	510808	-0.0659	-0.1512	-0.0138	
chr0J	511112	511171	-0.0561	-0.1535	-0.1862	
chr0J	511351	511410	-0.0459	-0.1678	-0.119	
chr0J	511538	511597	0.0119	-0.0535	0.0273	
chr0J	511879	511938	-0.1406	-0.2043	-0.1735	
chr0J	512238	512297	0.0906	0.0389	0.0078	
chr0J	512369	512428	0.0877	0.0572	-0.0336	
chr0J	51269	51328	0.1168	0.2016	0.1048	
chr0J	512741	512800	0.0024	-0.0335	-0.0092	
chr0J	513079	513138	0.0758	0.0797	0.0095	
chr0J	513263	513322	-0.1327	-0.1302	-0.0028	
chr0J	513501	513560	-0.1062	-0.1094	-0.0551	
chr0J	513734	513793	-0.1489	-0.0668	-0.1375	
chr0J	514151	514210	-0.0797	-0.1355	-0.0243	
chr0J	514520	514579	-0.1104	-0.0357	-0.0633	
chr0J	514941	515000	0.0092	-0.021	-0.0481	
chr0J	51501	51560	0.0755	0.1224	0.0074	
chr0J	515218	515277	0.0042	0.0421	0.0017	
chr0J	515427	515486	0.0044	-0.1109	-0.0812	
chr0J	515718	515777	-0.0623	-0.0668	-0.0192	
chr0J	515994	516053	0.4974	0.6287	0.1019	
chr0J	516141	516200	-0.0168	0.0005	-0.0428	
chr0J	516476	516535	-0.1444	-0.0312	-0.0113	
chr0J	516679	516738	-0.0636	-0.0728	0.001	
chr0J	51690	51749	0.0953	0.1007	0.0142	
chr0J	517011	517070	0.0197	-0.0068	0.0165	
chr0J	517261	517320	-0.0326	-0.145	-0.114	
chr0J	517653	517712	0.0265	0.0097	-0.082	
chr0J	517748	517807	0.0717	0.0679	-0.0319	
chr0J	518068	518127	0.0949	0.1051	0.0253	
chr0J	518498	518557	-0.1838	-0.105	-0.0739	
chr0J	518624	518683	-0.0558	0.0095	0.0006	
chr0J	518963	519022	-0.079	0.011	-0.0605	
chr0J	519237	519296	-0.1129	-0.0745	-0.0089	
chr0J	519547	519606	-0.1006	-0.0842	-0.0005	
chr0J	519863	519922	-0.1742	-0.2523	-0.2662	
chr0J	520198	520257	-0.1162	-0.1114	-0.0832	
chr0J	520379	520438	-0.1756	-0.0855	-0.0731	
chr0J	520847	520906	-0.1757	-0.173	-0.1144	
chr0J	521057	521116	0.0165	0.0686	0.0211	
chr0J	521541	521600	-0.2033	-0.1462	-0.0678	
chr0J	521863	521922	-0.0817	-0.0648	0.0239	
chr0J	52208	52267	0.0793	0.0863	0.0151	
chr0J	522145	522204	-0.0027	-0.0678	-0.0017	
chr0J	522481	522540	0.0764	0.0621	-0.0729	
chr0J	522615	522674	0.1783	0.1395	0.0065	
chr0J	522891	522950	0.0148	0.0754	0.1916	
chr0J	523159	523218	-0.1697	-0.1538	-0.036	
chr0J	523462	523521	-0.0534	-0.0402	-0.1108	
chr0J	523894	523953	-0.0095	-0.0117	-0.0907	
chr0J	524215	524274	-0.0472	-0.0708	0.0195	
chr0J	524405	524464	-0.0003	0.0333	0.0057	
chr0J	52452	52511	0.1229	0.1935	0.072	
chr0J	524798	524857	-0.1763	-0.1146	-0.2513	
chr0J	525172	525231	-0.31	-0.3428	-0.2688	
chr0J	525363	525422	-0.0509	-0.1215	0.0211	
chr0J	525596	525655	-0.0148	-0.0011	-0.0769	
chr0J	526105	526164	-0.1248	-0.0945	0.0277	
chr0J	526350	526409	-0.087	-0.0245	0.0142	
chr0J	52677	52736	0.0082	-0.0356	0.0397	
chr0J	526810	526869	0.0108	0.0752	0.0454	
chr0J	527051	527110	-0.1245	-0.0842	0.0125	
chr0J	527239	527298	-0.0498	-0.1229	-0.0065	
chr0J	527419	527478	-0.2615	-0.2934	-0.2022	
chr0J	527677	527736	-0.0362	-0.0198	0.0325	
chr0J	528133	528192	-0.0004	-0.0839	-0.0493	
chr0J	528334	528393	-0.0516	-0.2167	-0.0646	
chr0J	528826	528885	-0.1231	-0.108	-0.0797	
chr0J	528978	529037	0.0003	0.056	0.0922	
chr0J	529307	529366	0.001	-0.0502	-0.0294	
chr0J	52936	52995	0.0582	0.1349	0.0773	
chr0J	529632	529691	-0.0327	-0.0329	-0.0048	
chr0J	529946	530005	0.0086	0.0042	-0.0809	
chr0J	530357	530416	-0.0805	-0.0939	-0.1022	
chr0J	530662	530721	-0.0889	-0.1432	-0.0161	
chr0J	530917	530976	-0.1345	-0.1559	-0.0458	
chr0J	531016	531075	0.0064	-0.0377	-0.0611	
chr0J	531366	531425	-0.0418	0.0349	-0.0571	
chr0J	531596	531655	-0.1536	-0.1366	-0.0772	
chr0J	531900	531959	0.0236	-0.019	-0.0608	
chr0J	53221	53280	0.0695	0.1867	0.1235	
chr0J	532241	532300	0.0571	0.0106	0.0679	
chr0J	532514	532573	-0.0244	-0.0753	0.027	
chr0J	532869	532928	-0.2062	-0.1724	-0.0991	
chr0J	533301	533360	-0.0404	-0.1195	-0.0182	
chr0J	533442	533501	-0.0938	-0.1288	-0.0579	
chr0J	533898	533957	0.0066	0	0.0109	
chr0J	534185	534244	-0.0338	0.0106	-0.0044	
chr0J	534282	534341	0.0114	0.0297	-0.0433	
chr0J	534689	534748	-0.1577	-0.1185	-0.1973	
chr0J	535003	535062	-0.2067	-0.1251	-0.2042	
chr0J	535294	535353	-0.1667	-0.1906	-0.0835	
chr0J	535534	535593	-0.0838	-0.0881	-0.0519	
chr0J	53563	53622	0.1254	0.1596	0.0578	
chr0J	535820	535879	0	0.0687	0.0055	
chr0J	536321	536380	0.007	0.0134	0.0115	
chr0J	536383	536442	-0.0338	-0.0482	-0.1125	
chr0J	536798	536857	-0.0638	-0.1571	-0.0139	
chr0J	537169	537228	-0.064	-0.0121	0.0014	
chr0J	537415	537474	-0.0265	-0.0077	-0.0237	
chr0J	53749	53808	0.0519	0.0438	-0.0082	
chr0J	537744	537803	0.0339	-0.0194	-0.0493	
chr0J	538002	538061	-0.1688	-0.1324	-0.0818	
chr0J	538337	538396	0.0235	-0.0508	-0.0388	
chr0J	538701	538760	-0.0439	-0.0875	0.028	
chr0J	538935	538994	-0.2832	-0.2651	-0.1827	
chr0J	539271	539330	-0.1614	-0.0639	-0.0462	
chr0J	539594	539653	-0.1772	0.0048	0	
chr0J	539808	539867	-0.1473	-0.0044	-0.0551	
chr0J	540157	540216	-0.0329	0.0727	0.0343	
chr0J	54045	54104	0.0964	0.2252	0.0503	
chr0J	540490	540549	-0.0823	-0.0234	0.0381	
chr0J	540754	540813	-0.0089	0.0882	0.008	
chr0J	540992	541051	-0.0198	0.0146	0.0292	
chr0J	541319	541378	-0.1127	-0.0778	0.0584	
