START	END	STRAND	Lelandais log2 chip-seq
275826	278717	+	0.1069152039165119
279320	278940	-	0.2647032261944122
280876	279779	-	1.7640708243288041
281292	281221	-	1.7640708243288041
281913	282899	+	1.7640708243288041
285239	283299	-	1.15200309344505
287448	285637	-	0.49161202438644713
288449	287811	-	0.597453444904353
288784	289359	+	0.49161202438644713
291780	289606	-	0.6922965448324779
292410	292162	-	0.6443410478000879
292823	293734	+	0.6922965448324779
296372	294849	-	1.263034405833794
297344	298699	+	0.6813175646162918
299490	299170	-	0.09868427485940695
299881	301485	+	-0.26546114322833386
302137	303537	+	0.7264349266740368
303943	306546	+	0.47275299713513114
308464	306677	-	0.39759236481943455
308811	310094	+	0.010971117821003018
310647	313433	+	0.8999330448960777
313907	315244	+	-0.2671040701428408
315821	317254	+	0.4834244742590941
321170	317565	-	0.14684138832927118
322914	321853	-	0.6221154991386223
323419	325008	+	0.4314880200594379
326088	325276	-	0.6992459282170475
326663	328735	+	0.7169278409296612
334069	328922	-	0.15842936260448298
335936	335328	-	-0.06711419585853691
337985	340273	+	-0.3008664793595327
340957	341934	+	1.0501234794258363
343014	343559	+	1.0303736490435187
345427	344321	-	-0.19822611020569572
346238	349339	+	0.2845675673834352
352557	351694	-	0.8838069824954774
352197	352140	-	0.2208419697730481
353946	353515	-	0.2801079191927352
355215	356225	+	0.2801079191927352
357390	356476	-	0.7700739059781445
358219	359889	+	0.5941810307505349
360592	363324	+	1.0620609681322517
364049	363465	-	0.021373650792567037
364363	364824	+	1.0789513413948217
366330	366400	+	1.65156024945018
367258	368055	+	1.8430939450275496
369498	368221	-	0.09953567355091437
372686	369858	-	0.6014506235097251
377568	378641	+	0.21723071622066917
380153	379149	-	0.5230347515779544
380844	382112	+	0.11805576152171224
385209	382354	-	-0.4720684443152228
386697	386870	+	-0.317970081318679
388379	387102	-	0.41871315742224213
389225	390415	+	0.13870627083159226
391429	392703	+	0.8187596853298534
393586	392939	-	0.34701907585019276
394159	395427	+	0.3625700793847084
396509	395589	-	0.9848931076097918
397172	399460	+	0.8958915966592614
399960	402713	+	0.775126589159797
403722	403225	-	0.44745897697122117
404659	406497	+	0.44745897697122117
407751	408470	+	0.22239242133644802
408872	409321	+	0.40209844357134567
409866	411563	+	0.8853574340588773
412007	413200	+	0.6885389041637063
415502	413484	-	-0.047305714778356635
416981	416100	-	1.0834160081876374
418433	417543	-	0.13750352374993502
420932	420914	-	0.2734510217791321
421744	421915	+	0.19437804516685128
422462	423145	+	0.2734510217791321
423658	424704	+	0.6818240399737453
425468	426763	+	0.48793804632629145
428716	427445	-	-0.015430040569605924
430675	429791	-	1.113210610447991
431844	434588	+	0.3990959554098223
434911	438105	+	0.8930847960834882
442861	438338	-	0.7216988375128958
446336	447637	+	3.0310268956206246
448237	448854	+	0.8813555035013809
449135	449619	+	0.7709744863311051
450298	454617	+	-0.19450302416297838
455255	454872	-	0.23786383009888795
457287	459590	+	0.3607473437778906
461539	460019	-	-0.051225323355173116
462705	464084	+	-0.09192248944103931
470638	472476	+	-0.13210353600734515
475276	473462	-	0.5025003405291834
478339	478596	+	0.2801079191927352
480705	479047	-	0.5576895705710526
482860	481145	-	0.181838322985813
488349	486625	-	-0.018859027251315878
490959	493064	+	1.079226691150575
494756	493635	-	0.6780719051126378
496175	495363	-	0.9914885001444826
497928	496714	-	0.30378074817710293
498808	500331	+	0.19426882042206
500748	501794	+	-0.19450302416297838
502432	505713	+	0.693338661765948
506095	506502	+	-0.2023081752931156
506977	507049	+	1.3815282370885926
507294	507221	-	1.3198802662385036
510041	508677	-	0.8390637817849423
512839	515919	+	0.10870625944249998
516824	516462	-	0.6060857922869102
517269	518633	+	0.16505924627049623
519673	518933	-	0.6614145611590294
520414	521373	+	0.5958508168638924
523923	521749	-	0.3797044261665631
526099	524948	-	0.7761039880731643
527676	527038	-	0.6727053953628224
529657	528542	-	0.5109619192773794
530369	529962	-	1.181169758609935
531308	533968	+	1.181169758609935
535549	534119	-	0.6947079067044994
535983	538259	+	0.2785354993739818
539883	542789	+	0.0
544306	543158	-	0.7398481026993275
545394	544936	-	1.2983412745697467
546909	546028	-	1.6401040549136172
550024	547982	-	0.19793937761190883
550402	551331	+	0.06580205839574609
553394	551583	-	0.597453444904353
555597	554011	-	-0.10218039480647813
558845	558102	-	0.9165839918123625
560169	562505	+	0.9165839918123625
563982	563497	-	0.3531790288718022
564775	564527	-	0.7038679059899753
566725	565844	-	0.3923174227787603
568832	567117	-	-0.2555592852716473
569761	570963	+	-0.2555592852716473
571922	571191	-	0.8632636632082604
574262	572526	-	0.3854310371935203
575188	576804	+	0.3854310371935203
577324	580149	+	0.9429189047927325
580628	581980	+	0.4230302900323745
582481	584523	+	0.6438561897747247
585873	588320	+	-0.3190684407481217
590802	591503	+	0.5498342773175543
593461	592439	-	1.4694852833012202
595682	596731	+	0.604862058158861
597520	598887	+	1.0914230277635946
600351	602792	+	0.07179068306801009
603598	603314	-	-0.23132554610645564
604448	605224	+	-0.5060616729742408
605636	607507	+	0.09784732339814459
608645	607677	-	0.28688114778816154
614890	608945	-	-0.18844508941311033
619534	615944	-	0.29462074889162704
620231	621529	+	0.8310238279512364
622411	621782	-	0.7629608026991507
624290	622713	-	0.30593606211946117
625110	624574	-	1.961388550730025
625426	625499	+	1.961388550730025
627233	625707	-	0.9698800116236646
627769	634128	+	0.9705562221075181
635618	634458	-	0.3625700793847084
636105	636935	+	0.5548604689317371
637311	638621	+	0.7678265578709667
639096	641546	+	0.5676845092893207
641921	641848	-	1.1829720716028158
644830	644156	-	-0.08658768499609067
645956	647302	+	0.07400058144377678
648709	648008	-	0.8430306536616008
649504	651519	+	0.7089512179966095
651760	651488	-	0.7168279485951299
653622	654848	+	0.5647846187835259
655806	658469	+	0.6071582468353524
659946	658666	-	0.3098552625867873
661200	662210	+	-0.1292830169449665
664049	662538	-	0.7625006862733437
666018	664381	-	0.5760293759511484
666380	667057	+	0.07740450368560645
667631	667704	+	1.1429579538420431
669200	667962	-	0.8856673245210052
670718	669657	-	0.5398104643287811
672649	671759	-	-0.4413716470923063
672970	673224	+	0.5339785720023513
675124	673508	-	0.5949465892937784
675486	677603	+	0.5797822616154761
679280	680626	+	0.2515387669959644
682283	681102	-	0.2672838788351518
682556	683536	+	0.7513208871432763
683898	684842	+	0.2672838788351518
686135	685176	-	0.2576005197831659
686948	689461	+	0.8610235868511896
692395	690080	-	0.19793937761190883
694434	696245	+	0.33703498727757064
697711	696605	-	0.8977499417520496
699771	698635	-	0.9088521119418048
702652	701045	-	0.2630344058337938
708640	703325	-	0.36975661997797754
710334	710987	+	0.3761484858852489
711183	711112	-	1.5545888516776374
712096	711707	-	0.32509537396604543
713018	714037	+	-0.2097923845568144
714367	714439	+	1.237863830098888
715390	714551	-	0.4584877553122412
716374	718086	+	0.4584877553122412
719173	718481	-	0.4717518902731652
720444	719539	-	0.6171429064703059
722045	725275	+	0.6171429064703059
728434	725369	-	0.04264433740849372
728786	728702	-	0.9320959354981964
729792	730430	+	0.9320959354981964
732211	730934	-	-0.20218885061326677
733490	732591	-	-1.0843162859334754
735901	733766	-	0.4030648576127679
737099	736131	-	1.1867007141931392
737449	738312	+	0.4030648576127679
738928	739857	+	1.1755715645834544
740473	742197	+	0.6577188431564704
742610	745483	+	0.28950661719498505
748746	745585	-	0.6535495859785688
750200	749478	-	0.6708403358815619
751143	750496	-	0.5145731728297582
755143	751754	-	1.3194598392966128
755409	755738	+	0.6593446970437323
757403	756345	-	0.4962335821268246
758727	761651	+	0.4962335821268246
762373	763521	+	-0.010195767105888494
764170	773280	+	0.04274964745933711
774319	773528	-	0.8969065070358965
774721	778428	+	0.5336819957774629
778758	778949	+	0.618909832644494
780310	779426	-	0.2563397532597856
780687	783041	+	0.14886338591448278
786990	783133	-	0.02885486267218499
787953	787552	-	0.0
788285	789688	+	0.02885486267218499
790086	790547	+	0.13224779829843977
792407	790779	-	-0.5849625007211563
793917	795065	+	-0.6343505276833197
795438	795519	+	1.730679331318775
798163	799509	+	0.06649541178690692
800170	801552	+	-0.20723261416544228
802072	803610	+	0.3743955147814979
803992	806022	+	-0.30425706856030676
806428	807279	+	0.2202661202280601
808566	811421	+	-0.1640381583653982
812123	813679	+	0.3663222142458158
816001	813998	-	0.46867546288091716
818200	816581	-	0.6664439028597984
820321	819029	-	0.8687554667217473
820773	824699	+	0.6629650127224294
825046	829038	+	0.5849625007211562
829562	830194	+	0.47130571892558915
831287	830943	-	0.5719063478957098
832350	831571	-	0.8570420461579571
832983	833582	+	0.5719063478957098
834797	833793	-	0.8584458557859808
835234	837567	+	0.6751603096927344
839319	837766	-	1.7150964142056155
841861	840182	-	-0.12146351248566727
843228	842809	-	1.5202568113333408
843891	843819	-	2.803766126572939
847826	847907	+	1.5750640396549183
848204	848947	+	1.584962500721156
849315	851069	+	0.19653899404688713
854935	851234	-	0.0
856085	856357	+	0.0
856941	858176	+	0.7833760591231644
858471	859535	+	0.5145731728297582
860381	859749	-	0.3096844991326151
862229	860709	-	0.6374299206152918
863663	862629	-	0.7626713083586811
866701	863906	-	1.6287441927490693
867088	867159	+	1.558368290709443
867666	869474	+	1.6287441927490693
871255	869942	-	0.2982238342960939
873084	871699	-	1.5318045648319836
874763	873741	-	1.4561490346479957
875087	875015	-	1.4602667532718414
875858	876643	+	1.4561490346479957
878417	876825	-	0.14722595318317805
880863	879007	-	0.7968370501436048
884075	882180	-	0.5058909297299573
885451	887631	+	0.4694852833012202
887985	888842	+	0.3743955147814979
889395	888910	-	-0.04532399050949031
889696	891537	+	0.3010022560328143
893839	891665	-	0.7695702595981339
894842	894150	-	0.7004397181410922
895441	895097	-	0.7004397181410922
895749	897206	+	0.4570450258004194
897977	897357	-	0.9165839918123625
898504	899595	+	0.4117247652380081
899921	901144	+	0.8637956164016888
901576	901887	+	1.0179219079972623
902500	902099	-	0.5219527031953558
904578	902881	-	0.4503129740263745
904886	906106	+	0.7520724865564145
907636	906191	-	0.9224633995289797
909258	907969	-	0.020319984379595892
909589	911175	+	0.8370614288737945
911397	912287	+	0.43609911480667357
912584	913912	+	-0.0946368741380752
915411	914062	-	1.604862058158861
916388	917566	+	1.604862058158861
917977	921096	+	0.38414349133306025
923436	921232	-	0.29865831556451516
924090	923833	-	0.4150374992788437
924324	925085	+	0.16689730874474445
926948	925383	-	0.5569481245515597
929735	928113	-	1.085575731706074
932391	931000	-	0.0
934608	933082	-	1.2249663650002742
936557	935016	-	0.44745897697122117
938040	937195	-	-0.22948184612276734
939751	938648	-	0.6204113367254459
942327	943151	+	0.2547191376217901
943766	945856	+	0.9821519986670755
946987	947622	+	-1.0
949287	947782	-	1.273302741287621
949858	949786	-	1.3547769744613694
951126	950095	-	0.7266236499447472
952801	951638	-	0.7776075786635519
954190	953159	-	1.733825886635639
954857	954784	-	1.771992979166126
957776	955545	-	1.4239000679886402
958748	958676	-	1.4120536408400226
964074	959218	-	0.4606343657189545
968580	968810	+	-0.08524728661851098
983741	970731	-	0.724026538458708
992434	996555	+	0.15315678806142052
997379	998401	+	1.0462936522739348
1001396	1001605	+	-0.08949815083910255
1002627	1006349	+	0.3856536924977495
1007975	1006569	-	0.4184043503772425
1011566	1008846	-	0.7608123361205739
1013299	1016337	+	0.7608123361205739
1020373	1025691	+	-0.4947646917495779
1027883	1029775	+	0.10268566397456395
1031055	1030282	-	0.3612662428378632
1034953	1031462	-	0.4150374992788437
1035977	1035489	-	0.9434164716336326
1036324	1037190	+	0.4150374992788437
1038373	1037855	-	0.36957346712247086
1039201	1041642	+	0.44523773705454295
1043203	1042601	-	0.12637728576955562
1043862	1045898	+	0.3612662428378632
1046987	1046028	-	-0.07496205768122212
1048151	1047516	-	-0.6280312226130421
1052030	1048818	-	0.31366047890376186
1054754	1053030	-	0.6316125940199775
1056629	1058296	+	0.47643804394298706
1058502	1058429	-	1.405141463136344
1060071	1058860	-	-0.203533394085132
1063046	1064482	+	0.7741185925836723
1065957	1065199	-	0.05889368905356862
1067923	1066916	-	0.6896598793878495
1070108	1069404	-	0.15432814639129372
1071206	1071757	+	-0.5611157587667884
1072621	1072692	+	1.5642039405543589
1073671	1074762	+	1.584962500721156
1075178	1077628	+	0.513171817653146
1078990	1077815	-	0.49153563675288725
1079542	1080720	+	0.7484612330040356
1082474	1081047	-	-0.18793295059307505
1084903	1083728	-	-0.04679421147894109
1096813	1100349	+	-0.4909863525121423
2602	1577	-	0.402270203204966
4151	1577	-	0.6629650127224294
4151	2853	-	0.6629650127224294
10213	10142	-	1.6442596844049282
12254	12577	+	0.8259706002249511
13682	12843	-	0.5634293391715149
14366	15079	+	-0.05444778402237647
15423	15352	-	1.486066745140764
17376	15883	-	-0.3244349504979371
20301	19390	-	0.6202955738334369
21048	22742	+	0.4121947495100186
23733	22849	-	0.6615837823240688
26676	24103	-	1.1093473961883609
27627	29123	+	1.1093473961883609
29762	30487	+	0.5782678481471479
31269	32894	+	-0.17544200640987812
34645	35103	+	-0.13750352374993496
37169	36171	-	0.0892673380970873
39305	40402	+	-0.04182017569462706
42804	40807	-	-0.15086666562662776
44256	46373	+	-0.15086666562662776
47095	48561	+	-0.1127001327493623
48915	49796	+	0.9114633253983426
50462	52915	+	1.255394343631662
53432	56383	+	0.9792414398332027
57414	56779	-	1.0473057147783569
59113	58040	-	0.6088092426755238
59501	60946	+	1.177127687600666
66900	61246	-	-0.028854862672185146
70057	70941	+	-0.06711419585853691
72900	73831	+	0.5253195542937544
74694	79826	+	0.9737684584268204
82593	79993	-	-0.09877815447817354
87427	83483	-	1.1292830169449664
87530	88843	+	0.6780719051126378
91624	89492	-	0.85386749467945
92699	92049	-	0.5314469913941544
92958	94358	+	0.85386749467945
94620	95756	+	0.5157649903621301
96339	95878	-	1.232290882402686
96608	97201	+	0.4936473339752101
97772	97398	-	1.5662259381395705
98041	97960	-	1.3560020289818917
98637	99929	+	1.5662259381395705
100838	100059	-	0.26482768765684456
101282	103579	+	0.5711567011961257
104904	103764	-	1.0506260730699681
105079	105666	+	0.4092551466848378
108195	105760	-	1.9506119730378364
108598	108526	-	1.9506119730378364
109127	109924	+	1.9506119730378364
111185	112624	+	0.044947406053974556
113385	115256	+	0.47892086331083156
115478	116533	+	0.767022828022386
118011	116608	-	0.7681843247769263
119928	118375	-	0.3876042691557314
120215	122047	+	1.0496307677246004
122339	123667	+	1.0468666050379742
124473	123787	-	1.3909147050786699
124994	127477	+	1.3909147050786699
127843	129537	+	1.1121103663215375
130476	129649	-	0.5405683813627028
133832	130812	-	1.144389909335175
135501	134383	-	0.15611920191728196
136518	137273	+	0.15611920191728196
138326	139228	+	-0.25276607037996673
139697	143500	+	0.7445388138710071
145681	143666	-	1.4198067434267159
146477	146404	-	1.2425703032740782
151584	152618	+	0.7083449162264384
154247	154355	+	1.5547794952247784
154646	155629	+	1.5547794952247784
156341	156556	+	0.624133098001834
157229	157157	-	1.7066410573094084
160781	157842	-	0.4755790412138946
163750	163678	-	1.1963972128035034
172073	164808	-	0.6100534816839867
177152	173901	-	0.39366384848627684
179310	179238	-	2.1092986424908116
179922	183530	+	2.1092986424908116
184269	187109	+	1.0795672573183184
187614	191738	+	0.6620035364849841
192421	191912	-	0.501061243112211
194061	192784	-	0.31550182572792945
196501	194396	-	0.2672838788351518
196812	199970	+	0.7041756590485367
200171	200383	+	0.874469117916141
200829	201914	+	1.0448542357842605
204836	203412	-	0.4617307347268854
205632	205871	+	0.5943611987234058
207414	209540	+	-0.2370391973008493
210288	209869	-	0.5603004464868871
210632	211489	+	0.391190757324476
211750	212034	+	0.5603004464868871
215047	212192	-	0.2577977574676467
215693	217195	+	0.2577977574676467
217322	217432	+	-0.12675714228593876
218079	217645	-	0.13750352374993502
219375	220091	+	0.13750352374993502
221737	220448	-	0.7970129778361451
223485	222727	-	0.8018728570411887
225445	223820	-	-1.4288432988038742
226825	226364	-	0.02290040211007883
227226	229910	+	0.874469117916141
231571	230262	-	0.20744207987047633
233593	232589	-	0.0
233987	234772	+	0.8866182005822574
235915	234977	-	1.078002512001273
237879	236641	-	0.43171624042547413
238695	241445	+	0.43171624042547413
245351	241644	-	0.28157035727122137
248822	246210	-	0.6763028122595821
252893	250629	-	0.7454271729144024
257549	254862	-	0.20353339408513216
261164	261092	-	1.44916328318347
261400	261843	+	1.6404576133128597
263644	262001	-	0.04654258593703025
264512	267046	+	0.5792937506344641
267695	267249	-	0.07594885323329842
269104	267965	-	0.4257639058719024
272382	269575	-	0.21516809456853533
274157	273009	-	1.357261167999643
274420	274491	+	1.357261167999643
274876	275187	+	1.357261167999643
275547	277424	+	1.2690331464552371
278209	277727	-	0.609540523441822
278605	279816	+	0.33786963875638387
281590	279998	-	0.9619319591664806
283750	282119	-	0.3088380954469187
283904	284287	+	0.8073549220576041
285162	286709	+	0.36579398025899457
288319	286973	-	1.3426866550541598
288611	289303	+	1.3426866550541598
291832	290111	-	0.6653359171851763
294195	292534	-	0.6635723354175227
295476	295949	+	0.4927039928691676
296729	298591	+	0.14235292341133057
299422	302043	+	1.2238329556956629
302881	305565	+	0.6959938131099002
306171	308612	+	1.9566074044866193
309045	308707	-	0.4918530963296747
310357	311910	+	0.9702526566059481
313017	314025	+	0.7697023805782058
314612	315166	+	1.4882864813094823
318034	315380	-	0.6757279646443385
320753	318843	-	0.49161202438644713
322493	321030	-	0.6866339186160617
322732	324672	+	0.5519851782748835
326460	324829	-	1.0080823462978585
327555	326713	-	0.4898052676808161
327822	329105	+	1.0080823462978585
329393	329320	-	1.500204882541521
330031	331899	+	1.4196247687744956
334171	332090	-	0.6574750005055241
334536	336089	+	0.7589919004962051
336384	336755	+	1.182203331220749
337960	336992	-	0.0988533869262855
340270	338756	-	0.9314686183291845
340647	343736	+	0.9440435940259847
345128	343893	-	1.3320760502634452
347398	345752	-	0.8522463795563079
348964	348518	-	0.9424125084470564
349217	352498	+	0.8707169830550334
352904	354208	+	1.0147970019280805
355712	354372	-	0.9926951993767666
356163	358181	+	0.7979562240553545
358554	359663	+	0.6520766965796931
361342	359858	-	0.7089512179966095
363517	361909	-	0.6144492652215369
363777	365039	+	0.3857836943037298
365325	366728	+	0.5169171132980575
367053	367748	+	0.6302433800220225
368472	370457	+	0.6580804299251717
371024	371465	+	1.3246222040566253
371724	372377	+	2.4356120304842475
373116	374417	+	0.494264190429419
374722	375609	+	0.08048991786036779
377087	375780	-	0.3197569958457352
377534	377881	+	0.4903256265830809
378245	379111	+	0.3197569958457352
383098	379502	-	0.9786263492074331
383930	384367	+	0.9786263492074331
384719	385171	+	1.0116818050476353
386329	385424	-	0.9852029980719196
387835	386924	-	0.8805848330552294
388375	389409	+	1.1199997761106302
390529	389834	-	0.4150374992788437
391191	393203	+	0.9588947966703271
393922	393611	-	0.490635118173003
395856	397424	+	0.08314123530024588
398083	399294	+	0.6248552278446688
401283	399703	-	-0.45317262816561493
404615	403542	-	0.22239242133644802
406058	410602	+	0.38027208111816724
411050	411427	+	1.182591413278473
413079	411562	-	0.14117606296069418
415048	413393	-	0.10268566397456395
415482	415838	+	0.1961425221786228
416515	419595	+	0.033947331923337536
420259	422898	+	0.7269815055935841
424083	423298	-	0.5849625007211562
426177	427742	+	-0.45943161863729726
428994	427882	-	0.5613112326565107
429277	433539	+	0.5986374376182327
434978	433719	-	0.08835587442084687
437354	435699	-	1.1053530001462286
437730	438806	+	0.8238430448461731
439445	438990	-	0.7432245846378887
439679	445423	+	0.37851162325372983
445793	446146	+	0.8757418970378543
447576	446347	-	0.4608411888919687
447836	449728	+	1.1872029928741479
450015	449942	-	1.028854862672185
450562	454479	+	1.274439169106043
454697	455792	+	0.20645087746742624
456300	458099	+	0.2589182973615619
458449	460413	+	0.7112789505025566
461893	460655	-	0.34482849699744117
462163	464562	+	0.3609976595659548
465532	466518	+	1.0489096004809466
468128	466782	-	0.2789759497028154
471962	468765	-	-0.025763096065081786
474844	472406	-	0.8495831574469016
475587	476606	+	0.9844031449489815
477782	476763	-	0.020464102559715532
479670	478312	-	0.782769283779331
480581	479913	-	0.6813175646162918
481253	483394	+	0.36118752533458953
483782	485743	+	0.8942905588288851
487098	485863	-	0.4183126313117049
488753	487452	-	0.5517956367859568
494336	489747	-	0.33703498727757064
504069	501919	-	0.17799830197799443
507072	504544	-	0.8164456581284613
507573	507316	-	0.8164456581284613
507849	508583	+	0.8719923876239285
508860	509747	+	0.8164456581284613
510020	510943	+	-0.03747470541866288
511210	512100	+	0.2647032261944122
515351	513918	-	0.425606740989031
516515	515847	-	0.722771712583452
517202	516870	-	0.7174127967448056
519347	517428	-	0.9931787341439859
520083	520682	+	0.3536369546147004
521362	522477	+	0.8110973237434209
523169	523549	+	0.016678741146630392
526493	523770	-	0.5629361943911573
528613	527054	-	1.0531113364595626
528997	530043	+	0.19264507794239583
532869	530428	-	0.3271647432535096
533919	533614	-	0.4250215878514659
538503	534283	-	0.5145731728297582
540032	539466	-	0.28662122615140984
540710	545416	+	0.3942789391120465
545919	547193	+	0.9349049717781153
548199	547495	-	0.6296315500548846
549125	548712	-	-0.36975661997797754
550329	549568	-	0.6928184904818241
550672	551192	+	-0.36975661997797754
553406	551562	-	0.12248400652499507
553745	554044	+	-0.04182017569462706
556054	554231	-	1.6934869574993252
557558	556527	-	0.6868421147403698
559628	558678	-	0.44541114832236256
559944	560519	+	0.4811266897366162
561710	560739	-	0.7234823648025842
562570	564147	+	-0.058893689053568565
565372	564491	-	0.39854937649027483
566964	565921	-	-0.1324502960236496
567376	567765	+	0.911644125579153
569638	568124	-	-0.03421571533791296
572331	571225	-	0.7868261086929308
576822	574501	-	0.49749965947081687
577484	577278	-	0.7045441164738286
577719	581045	+	0.9900845311349172
581464	582420	+	0.5294673881294526
583785	582568	-	0.7584453215766578
584111	585373	+	0.5921222922940222
586031	587572	+	1.0573331750659516
588053	588868	+	0.7015602580350074
589288	590814	+	0.9598109098843012
596457	591163	-	-0.11818142634831402
599275	597098	-	0.2607642322089668
599887	600336	+	0.49749965947081687
602147	600516	-	0.24392558288608912
603898	602954	-	0.6329425296229779
606867	605140	-	0.9079708615076545
608292	607459	-	0.3625700793847084
609731	609450	-	-0.5438238059276697
612270	610975	-	0.47022041454815244
616977	614059	-	1.6761103887793516
617360	617289	-	1.177127687600666
621129	617932	-	-0.3316214910912064
621951	622415	+	-0.12029423371771177
624277	622640	-	0.4405725913859815
625604	630616	+	0.4405725913859815
630978	634214	+	0.05496645921792854
634596	635390	+	-0.15200309344504997
636846	636175	-	1.2865227587561636
637316	638311	+	0.7917580670065857
638508	638437	-	1.0063695248757272
639415	639077	-	0.3479233034203068
642527	640041	-	0.9593580155026541
644531	645397	+	-0.15200309344504997
648627	645658	-	0.2697602690221072
650640	649591	-	0.874469117916141
651309	654392	+	0.2792837574788685
654817	655521	+	0.32557587190250675
656890	655589	-	0.3609976595659548
658740	657226	-	0.16293857112620563
659657	659025	-	0.605282485100752
660284	661822	+	0.16293857112620563
663855	662041	-	0.8331809094255093
664270	665289	+	1.0931094043914815
666426	665599	-	0.20645087746742624
667811	669847	+	0.20645087746742624
673529	670212	-	0.2549293561967385
674365	676644	+	0.31882218401954077
677513	681250	+	0.6026645024546152
682606	681641	-	0.05199463763826136
684122	685252	+	0.05199463763826136
686331	685582	-	1.2605275502232192
687628	688371	+	1.2605275502232192
691926	688858	-	-0.056583528366367424
695093	695707	+	-0.04946867626429977
696331	695807	-	0.03316686393519938
696814	697986	+	0.9541963103868752
698784	698356	-	-0.461904104316818
702448	700532	-	0.7693870718585837
705907	703034	-	-0.29738591062457087
708167	706716	-	0.4220239295949508
708554	710980	+	-0.1816068064899477
711496	713091	+	0.5208321633014406
713487	715358	+	0.25525705524207465
716085	717152	+	0.21572869105543727
717856	718944	+	0.6407502789069031
719991	721025	+	1.1876270031757712
722224	721367	-	0.1502426355806127
725538	722608	-	0.5758602936139037
727961	726663	-	-0.1979393776119089
732987	730066	-	0.12928301694496647
736055	733686	-	1.1063089021463406
738077	736677	-	0.5805438294541512
738538	740193	+	0.40551472516033715
740949	742451	+	2.519374159093579
747830	743067	-	0.2326607567902751
751194	748336	-	0.47162102764521135
752132	752458	+	0.33628338786443235
753062	753592	+	0.45296695491116606
754425	753637	-	0.6459919341187159
757188	754822	-	0.7038679059899753
757665	758888	+	0.3578935921752352
763092	759175	-	0.39993060688863546
764042	765856	+	0.39993060688863546
766589	767386	+	0.6407502789069031
768885	767587	-	0.6419524793059859
769398	770417	+	0.6419524793059859
770997	771464	+	0.04580368961312475
774323	771900	-	-0.16794463731407164
774882	778616	+	0.013056152825446286
779068	779151	+	0.17263938613934848
779482	781719	+	0.17263938613934848
782059	782283	+	0.026231541573179452
782640	783128	+	0.1300605405643729
784728	783310	-	0.3839149817830633
791717	785064	-	-0.04182017569462706
792654	793583	+	0.14505033280328314
794667	795710	+	-0.04485423578426043
797149	796151	-	-0.04946867626429977
797953	798978	+	0.6989977439671857
802329	799207	-	-0.03476541816067664
805472	803679	-	0.4268146670551974
806631	808349	+	0.4268146670551974
809506	815202	+	0.623436648535792
815653	817911	+	0.4184043503772425
821764	818234	-	0.3242720353556614
822590	823642	+	0.45305082521557527
825613	823820	-	0.28950661719498505
828139	826640	-	0.37304341061421675
832233	829222	-	-0.13124453327825267
834981	833113	-	0.23088388223008766
835467	837626	+	0.5457411909234376
839118	837967	-	0.6577188431564704
840472	839669	-	0.3423921974470779
843774	841369	-	0.9719856238304034
845966	844215	-	1.603699063302742
846337	846218	-	1.603699063302742
846742	847881	+	1.603699063302742
848348	849391	+	0.46340052084024297
853219	849629	-	0.9381205524133217
853530	855743	+	0.4121947495100186
856728	856102	-	0.7802187921200902
858865	857192	-	1.0757675076179647
859191	860210	+	0.7392906471124502
860867	862108	+	1.2105669859396584
862513	864741	+	0.5890668990538928
865291	867792	+	0.9693032027770837
868299	869195	+	0.2819383635586769
870335	869388	-	-1.0544477840223765
871867	873198	+	-1.2837929660005913
875855	873456	-	0.5714159688832086
876906	876226	-	0.21759143507262685
878783	877386	-	-0.3658714424749593
880751	879267	-	0.10309349296410371
882105	881038	-	0.28798076296402464
883552	882437	-	-0.17195268278929493
884154	883894	-	0.5446304066859381
884779	888624	+	-0.17195268278929493
889269	891839	+	1.011972641666076
892829	893920	+	-0.247217700371019
894680	895225	+	0.2739227219765299
897205	898194	+	0.1783372412585124
901299	898456	-	0.2515387669959644
902880	904658	+	0.1389764131488105
905707	905105	-	0.45663840374561676
906232	907293	+	0.16349873228287956
907869	909281	+	0.2854022188622483
910167	912635	+	-0.07860983469636633
913793	915106	+	0.914270125974116
915500	915799	+	1.6044586763469533
916357	917022	+	0.6495027529158668
917765	918973	+	0.22588140741632778
920703	921596	+	0.5367534076785364
924510	922018	-	0.5849625007211562
925576	924990	-	0.7554619377835957
925839	926774	+	0.5849625007211562
927418	926972	-	1.4926749106731099
928134	928207	+	1.458329062190139
929489	928455	-	0.3680400197416745
929926	930627	+	0.2188346019232587
932739	930802	-	0.5940076403241633
933145	936360	+	0.2461605872693978
940777	936524	-	0.6352357072023798
943220	941571	-	0.8125413687729393
945030	944110	-	0.8249132934419087
945621	946055	+	0.7787857698608331
946436	948028	+	0.8249132934419087
948675	950921	+	1.1107470655075389
953072	952083	-	4.312277924853643
955708	953621	-	0.955800196089465
956118	956774	+	0.8073549220576041
957247	958104	+	0.955800196089465
959090	958467	-	0.6315050866581865
960785	959883	-	0.6036990633027419
961496	962971	+	0.7216988375128958
963886	965109	+	0.6901447374132128
965919	965386	-	0.4903256265830809
968085	966181	-	-0.30100225603281433
969083	969934	+	-0.19930880822340669
973259	974542	+	0.8674438064432984
976274	978052	+	0.7562339278709851
979915	978692	-	0.7487427619425597
980400	981422	+	1.1418326944129593
983038	981617	-	0.6875322343617039
983405	985264	+	0.3964218211114969
